listing_id,agent_email,listed_date,neighbourhood,property_type,area_sqft,bedrooms,bathrooms,year_built,epc_rating,condition_rating,distance_to_station_km,sale_price
LST-00250,agent10@example-estates.com,2024-07-31,Parkview,terraced,1108,3,1,1963,D,2.0,0.39,217600
LST-00251,agent39@example-estates.com,2023-05-27,Old Town,flat,593,1,1,2017,A,4.0,4.01,110300
LST-00252,agent40@example-estates.com,2024-12-11,Riverside,terraced,874,1,1,1925,D,5.0,2.13,219100
LST-00253,agent27@example-estates.com,2023-08-17,Meadowbank,flat,615,1,1,2022,D,,0.67,126100
LST-00254,agent28@example-estates.com,2024-01-20,Riverside,detached,1565,4,2,1918,A,3.0,4.14,592200
LST-00255,agent20@example-estates.com,2023-03-05,Meadowbank,detached,1543,4,2,1917,C,2.0,1.3,332900
LST-00256,agent37@example-estates.com,2024-10-03,Old Town,terraced,1073,3,1,2015,B,4.0,3.35,252300
LST-00257,agent40@example-estates.com,2023-03-24,Industrial Park,terraced,1158,3,2,1991,C,5.0,3.58,188400
LST-00258,agent15@example-estates.com,2023-04-01,Eastfield,flat,624,2,1,1925,B,,1.39,111000
LST-00259,agent9@example-estates.com,2024-12-01,Parkview,flat,558,2,1,1939,D,1.0,0.3,102900
LST-00260,agent8@example-estates.com,2024-10-04,Northgate,semi-detached,922,2,1,2008,C,3.0,1.2,171800
LST-00261,agent5@example-estates.com,2023-12-29,Northgate,terraced,1112,3,2,1952,F,1.0,0.52,183500
LST-00262,agent33@example-estates.com,2023-10-30,Northgate,semi-detached,867,2,1,1891,D,5.0,1.49,140400
LST-00263,agent37@example-estates.com,2024-11-23,Northgate,flat,727,1,1,1918,E,4.0,6.95,48300
LST-00264,agent2@example-estates.com,2024-03-06,Meadowbank,terraced,1200,3,1,1981,A,3.0,2.13,191200
LST-00265,agent40@example-estates.com,2023-12-14,Meadowbank,detached,2315,6,2,2014,E,3.0,1.75,578700
LST-00266,agent7@example-estates.com,2023-06-12,Northgate,terraced,963,2,1,1962,A,2.0,1.85,158700
LST-00267,agent12@example-estates.com,2024-12-21,Docklands,terraced,964,3,1,1979,D,4.0,1.63,117400
LST-00268,agent25@example-estates.com,2023-06-03,Meadowbank,terraced,953,2,1,1976,D,4.0,0.4,180600
LST-00269,agent25@example-estates.com,2023-03-22,Old Town,terraced,936,2,2,2004,A,4.0,6.03,212300
LST-00270,agent35@example-estates.com,2024-11-17,Northgate,flat,506,2,1,2002,A,1.0,0.23,86100
LST-00271,agent34@example-estates.com,2023-03-26,Riverside,flat,711,1,1,1927,B,5.0,2.48,185000
LST-00272,agent4@example-estates.com,2023-11-01,Riverside,detached,2226,4,2,1934,C,3.0,0.93,670500
LST-00273,agent21@example-estates.com,2023-05-29,Riverside,flat,677,2,1,1958,C,3.0,1.02,175100
LST-00274,agent39@example-estates.com,2023-07-21,Parkview,flat,699,2,2,1920,F,3.0,1.69,144700
LST-00275,agent21@example-estates.com,2024-07-02,Industrial Park,flat,755,2,1,1940,F,2.0,0.68,75200
LST-00276,agent24@example-estates.com,2023-09-29,Eastfield,terraced,992,3,1,2009,C,5.0,4.8,161200
LST-00277,agent12@example-estates.com,2023-10-20,Meadowbank,terraced,616,2,2,2019,C,5.0,2.01,168800
LST-00278,agent33@example-estates.com,2024-05-21,Northgate,semi-detached,1069,4,2,1964,C,3.0,4.42,197200
LST-00279,agent16@example-estates.com,2023-05-31,Northgate,terraced,934,3,2,1910,E,1.0,0.44,154200
LST-00280,agent38@example-estates.com,2023-08-29,Meadowbank,flat,600,1,1,1965,C,4.0,3.59,107300
LST-00281,agent36@example-estates.com,2023-06-27,Old Town,detached,1529,4,2,1918,B,3.0,1.15,584800
LST-00282,agent5@example-estates.com,2024-07-20,Old Town,detached,1726,4,2,1947,D,4.0,2.04,424500
LST-00283,agent25@example-estates.com,2023-04-07,Meadowbank,terraced,846,2,1,1999,C,2.0,1.11,182100
LST-00284,agent30@example-estates.com,2024-02-28,Old Town,flat,655,2,1,1987,D,5.0,3.15,149500
LST-00285,agent21@example-estates.com,2023-01-20,Parkview,semi-detached,1287,3,1,1915,F,4.0,0.99,251000
LST-00286,agent28@example-estates.com,2023-09-07,Eastfield,terraced,974,3,2,1992,E,3.0,2.15,192200
LST-00287,agent40@example-estates.com,2023-10-08,Old Town,terraced,1238,3,1,1996,D,4.0,1.62,268400
LST-00288,agent16@example-estates.com,2024-03-17,Eastfield,flat,711,2,2,1948,B,5.0,1.25,129800
LST-00289,agent2@example-estates.com,2023-03-17,Meadowbank,terraced,820,2,2,1975,B,3.0,2.55,165900
LST-00290,agent34@example-estates.com,2024-08-22,Northgate,semi-detached,1063,3,2,2017,D,2.0,0.62,200100
LST-00291,agent25@example-estates.com,2023-04-15,Industrial Park,flat,501,1,1,1911,A,2.0,2.7,48100
LST-00292,agent24@example-estates.com,2024-04-12,Industrial Park,detached,880,2,1,1941,F,2.0,0.61,141400
LST-00293,agent23@example-estates.com,2023-11-19,Northgate,semi-detached,1264,2,1,1982,D,3.0,2.15,244400
LST-00294,agent23@example-estates.com,2023-11-08,Industrial Park,semi-detached,1053,2,1,1972,C,2.0,1.25,138600
LST-00295,agent12@example-estates.com,2023-12-23,Old Town,detached,2199,5,3,1984,C,4.0,0.5,642700
LST-00296,agent30@example-estates.com,2024-09-26,Old Town,flat,518,1,1,1896,D,,0.69,123400
LST-00297,agent35@example-estates.com,2024-06-11,Meadowbank,semi-detached,1200,4,2,2003,D,2.0,1.56,271100
LST-00298,agent14@example-estates.com,2023-11-21,Parkview,terraced,896,2,1,1940,C,1.0,0.66,193700
LST-00299,agent4@example-estates.com,2023-05-28,Eastfield,terraced,837,1,1,1910,F,4.0,2.09,109300
LST-00300,agent32@example-estates.com,2023-06-20,Meadowbank,terraced,1046,2,1,1979,E,4.0,0.12,227800
LST-00301,agent33@example-estates.com,2024-06-09,Industrial Park,flat,750,2,1,1922,B,2.0,1.24,67500
LST-00302,agent30@example-estates.com,2023-10-30,Eastfield,flat,586,2,1,1919,C,3.0,2.92,89700
LST-00303,agent9@example-estates.com,2024-12-09,Old Town,flat,583,1,1,2019,B,3.0,1.19,149600
LST-00304,agent20@example-estates.com,2023-09-18,Parkview,semi-detached,1190,3,1,2006,B,1.0,4.58,232400
LST-00305,agent15@example-estates.com,2023-10-13,Meadowbank,semi-detached,1311,3,2,1944,A,5.0,1.35,302200
LST-00306,agent36@example-estates.com,2024-11-16,Docklands,flat,641,2,1,1972,D,1.0,2.12,91100
LST-00307,agent10@example-estates.com,2023-05-28,Parkview,semi-detached,1164,4,2,2004,D,3.0,1.59,324700
LST-00308,agent2@example-estates.com,2023-04-08,Old Town,detached,1188,4,3,1939,D,2.0,1.63,386300
LST-00309,agent10@example-estates.com,2024-08-19,Riverside,terraced,987,2,1,1901,D,2.0,4.09,204400
LST-00310,agent10@example-estates.com,2024-05-01,Riverside,terraced,790,2,2,2001,E,2.0,1.88,262300
LST-00311,agent1@example-estates.com,2023-12-05,Northgate,flat,567,2,1,1898,A,2.0,2.49,75200
LST-00312,agent11@example-estates.com,2023-12-01,Industrial Park,terraced,1148,2,1,1943,D,4.0,0.7,116600
LST-00313,agent27@example-estates.com,2023-06-13,Northgate,terraced,943,2,1,1960,C,4.0,1.17,185700
LST-00314,agent15@example-estates.com,2024-03-21,Parkview,semi-detached,834,2,1,1932,D,2.0,1.65,208200
LST-00315,agent23@example-estates.com,2024-04-18,Riverside,detached,1636,3,2,2020,C,4.0,6.32,460600
LST-00316,agent21@example-estates.com,2023-09-24,Riverside,semi-detached,945,3,2,1930,D,5.0,2.03,272800
LST-00317,agent10@example-estates.com,2024-03-07,Northgate,detached,1644,4,2,1894,B,2.0,4.79,288200
LST-00318,agent27@example-estates.com,2024-04-20,Meadowbank,flat,748,1,1,1950,B,5.0,1.01,122200
LST-00319,agent11@example-estates.com,2024-12-30,Eastfield,semi-detached,989,3,2,1907,A,1.0,0.94,200900
LST-00320,agent11@example-estates.com,2024-11-24,Industrial Park,semi-detached,965,2,1,2004,B,1.0,3.45,136300
LST-00321,agent19@example-estates.com,2023-02-04,Meadowbank,semi-detached,1263,3,1,1979,C,1.0,0.59,247900
LST-00322,agent11@example-estates.com,2023-10-09,Meadowbank,flat,525,2,1,1995,D,4.0,2.76,88700
LST-00323,agent17@example-estates.com,2024-08-04,Eastfield,terraced,764,1,1,2023,E,2.0,3.57,137500
LST-00324,agent32@example-estates.com,2024-11-18,Parkview,flat,755,1,1,1902,C,5.0,2.19,120100
LST-00325,agent4@example-estates.com,2023-04-12,Parkview,semi-detached,1256,3,1,1948,B,1.0,2.32,269900
LST-00326,agent29@example-estates.com,2023-02-21,Northgate,semi-detached,1164,4,2,1939,E,,0.18,210800
LST-00327,agent28@example-estates.com,2024-12-29,Riverside,flat,520,1,1,1921,E,,0.91,119500
LST-00328,agent4@example-estates.com,2023-07-14,Meadowbank,flat,627,2,2,2003,E,5.0,3.37,140800
LST-00329,agent2@example-estates.com,2023-06-24,Meadowbank,semi-detached,1192,3,2,1997,B,,1.05,284900
LST-00330,agent25@example-estates.com,2023-05-15,Northgate,terraced,1202,2,1,1902,B,1.0,1.43,141000
LST-00331,agent33@example-estates.com,2024-08-30,Meadowbank,detached,1544,3,2,1981,E,1.0,0.49,309100
LST-00332,agent5@example-estates.com,2024-10-27,Meadowbank,flat,476,2,1,2007,D,3.0,0.22,134200
LST-00333,agent22@example-estates.com,2024-09-27,Parkview,flat,669,1,1,1975,F,1.0,3.13,110700
LST-00334,agent1@example-estates.com,2024-07-27,Riverside,semi-detached,1172,3,2,2017,C,5.0,0.39,360200
LST-00335,agent40@example-estates.com,2023-03-09,Meadowbank,detached,1968,5,3,1990,C,,2.91,531000
LST-00336,agent6@example-estates.com,2024-07-14,Parkview,flat,731,2,1,1931,C,3.0,0.48,165200
LST-00337,agent33@example-estates.com,2023-04-27,Riverside,flat,569,2,1,1982,E,2.0,4.73,119900
LST-00338,agent26@example-estates.com,2024-01-14,Eastfield,terraced,1071,3,3,1986,F,4.0,3.15,182700
LST-00339,agent13@example-estates.com,2023-12-07,Eastfield,semi-detached,1294,4,2,1930,A,,0.39,246100
LST-00340,agent23@example-estates.com,2023-02-06,Riverside,flat,663,2,1,1948,C,2.0,0.25,166400
LST-00341,agent40@example-estates.com,2023-06-03,Eastfield,flat,373,1,1,1979,C,2.0,0.6,71100
LST-00342,agent2@example-estates.com,2024-05-22,Parkview,terraced,727,2,1,1955,C,4.0,0.7,188600
LST-00343,agent7@example-estates.com,2024-11-06,Industrial Park,terraced,714,2,1,1944,D,5.0,2.1,87200
LST-00344,agent24@example-estates.com,2024-07-07,Old Town,terraced,1197,2,1,1948,C,2.0,3.43,219300
LST-00345,agent28@example-estates.com,2023-11-29,Docklands,detached,1247,2,1,1966,D,4.0,3.19,239500
LST-00346,agent8@example-estates.com,2023-06-19,Eastfield,terraced,952,2,1,1963,A,1.0,3.54,136500
LST-00347,agent40@example-estates.com,2024-07-02,Old Town,flat,609,1,1,1971,C,,1.96,115700
LST-00348,agent39@example-estates.com,2024-04-10,Old Town,terraced,901,2,1,1954,E,5.0,0.5,182700
LST-00349,agent9@example-estates.com,2024-01-13,Meadowbank,flat,583,1,1,1956,C,4.0,0.7,104500
LST-00350,agent3@example-estates.com,2023-07-09,Northgate,detached,1863,4,2,1945,D,1.0,1.53,401000
LST-00351,agent6@example-estates.com,2023-02-23,Parkview,detached,1942,5,2,1924,D,1.0,1.14,425900
LST-00352,agent4@example-estates.com,2024-04-09,Docklands,semi-detached,1077,3,2,1919,F,2.0,1.44,149100
LST-00353,agent29@example-estates.com,2024-11-28,Old Town,terraced,1022,2,1,2018,D,2.0,4.8,215700
LST-00354,agent3@example-estates.com,2024-05-08,Meadowbank,terraced,891,2,1,1922,C,5.0,0.96,174500
LST-00355,agent40@example-estates.com,2024-06-24,Riverside,semi-detached,1315,3,2,1979,D,4.0,0.75,393300
LST-00356,agent37@example-estates.com,2024-01-26,Meadowbank,flat,646,1,1,1892,B,4.0,4.39,88100
LST-00357,agent31@example-estates.com,2023-05-30,Industrial Park,terraced,620,1,1,1973,C,4.0,2.89,87100
LST-00358,agent8@example-estates.com,2024-02-14,Eastfield,terraced,1406,3,2,1935,D,,0.93,211400
LST-00359,agent30@example-estates.com,2024-06-01,Riverside,detached,1915,4,2,1974,D,3.0,3.66,606100
LST-00360,agent24@example-estates.com,2024-05-26,Old Town,detached,1184,4,2,2012,F,4.0,0.75,421200
LST-00361,agent4@example-estates.com,2024-03-06,Northgate,semi-detached,1197,3,2,1949,D,,0.41,245500
LST-00362,agent16@example-estates.com,2024-08-25,Old Town,flat,632,2,1,1955,B,2.0,2.17,118700
LST-00363,agent1@example-estates.com,2024-09-03,Old Town,detached,1265,3,2,2006,C,1.0,0.84,338400
LST-00364,agent22@example-estates.com,2024-05-10,Northgate,flat,602,2,2,1922,E,4.0,1.36,77900
LST-00365,agent36@example-estates.com,2024-09-02,Meadowbank,flat,633,1,1,1979,E,3.0,1.49,111900
LST-00366,agent29@example-estates.com,2024-06-08,Industrial Park,terraced,898,2,1,1913,D,,2.2,81300
LST-00367,agent17@example-estates.com,2024-11-19,Northgate,semi-detached,1020,3,1,1952,F,5.0,1.05,185700
LST-00368,agent28@example-estates.com,2023-08-24,Docklands,detached,1965,4,2,1967,E,4.0,4.5,280500
LST-00369,agent8@example-estates.com,2023-05-29,Riverside,semi-detached,965,2,1,2023,D,2.0,3.7,286300
LST-00370,agent32@example-estates.com,2023-07-01,Northgate,flat,600,1,1,2020,E,,0.49,88300
LST-00371,agent14@example-estates.com,2024-08-03,Meadowbank,flat,472,1,1,1949,D,1.0,6.61,49200
LST-00372,agent22@example-estates.com,2023-01-23,Northgate,terraced,711,2,2,1944,C,3.0,3.96,117800
LST-00373,agent3@example-estates.com,2024-05-05,Docklands,detached,1963,5,2,1923,B,4.0,6.17,372300
LST-00374,agent3@example-estates.com,2023-08-18,Meadowbank,semi-detached,1394,3,1,1988,B,,1.28,302000
LST-00375,agent11@example-estates.com,2024-04-23,Parkview,detached,1774,3,2,1900,B,1.0,0.65,338600
LST-00376,agent24@example-estates.com,2024-08-27,Docklands,flat,629,1,1,1937,D,4.0,0.42,81200
LST-00377,agent6@example-estates.com,2023-04-17,Docklands,terraced,1133,3,2,1987,D,2.0,1.02,192800
LST-00378,agent27@example-estates.com,2023-05-01,Industrial Park,semi-detached,931,2,1,1977,D,1.0,1.25,125000
LST-00379,agent30@example-estates.com,2023-02-02,Old Town,detached,1718,4,2,1973,E,4.0,0.2,579100
LST-00380,agent12@example-estates.com,2023-05-28,Northgate,detached,1721,5,3,2005,E,1.0,0.66,356800
LST-00381,agent33@example-estates.com,2023-10-22,Docklands,detached,2091,5,3,2006,C,2.0,0.98,303000
LST-00382,agent28@example-estates.com,2024-01-08,Riverside,terraced,744,1,1,1974,A,1.0,0.73,188700
LST-00383,agent2@example-estates.com,2024-02-07,Docklands,terraced,1043,2,1,1946,C,,1.94,157700
LST-00384,agent40@example-estates.com,2023-12-23,Meadowbank,terraced,940,1,1,1950,D,5.0,1.99,143000
LST-00385,agent24@example-estates.com,2023-05-18,Old Town,flat,536,1,1,1919,C,4.0,1.02,133400
LST-00386,agent19@example-estates.com,2023-05-09,Eastfield,terraced,941,3,1,1917,B,5.0,1.46,143600
LST-00387,agent11@example-estates.com,2024-06-13,Northgate,semi-detached,885,3,1,1901,C,4.0,1.32,160300
LST-00388,agent15@example-estates.com,2024-06-12,Meadowbank,detached,2185,5,3,1911,C,5.0,5.56,588000
LST-00389,agent4@example-estates.com,2024-09-09,Old Town,semi-detached,847,2,1,1925,B,4.0,1.61,235100
LST-00390,agent33@example-estates.com,2023-07-26,Riverside,flat,679,1,1,2023,C,1.0,2.27,167100
LST-00391,agent20@example-estates.com,2023-03-13,Parkview,detached,1258,3,1,1960,D,,1.69,324100
LST-00392,agent1@example-estates.com,2023-01-05,Meadowbank,semi-detached,1007,2,1,1981,B,1.0,0.63,215700
LST-00393,agent34@example-estates.com,2024-09-30,Old Town,terraced,1186,3,2,1922,C,2.0,0.26,222500
LST-00394,agent12@example-estates.com,2024-01-30,Northgate,semi-detached,1159,3,1,1943,F,4.0,2.15,166800
LST-00395,agent6@example-estates.com,2023-08-17,Northgate,terraced,1030,3,2,1905,D,,1.66,128400
LST-00396,agent33@example-estates.com,2023-04-21,Northgate,semi-detached,1293,2,1,1948,B,2.0,1.15,192800
LST-00397,agent3@example-estates.com,2023-08-24,Old Town,flat,669,2,1,1995,C,1.0,5.36,116100
LST-00398,agent4@example-estates.com,2023-12-16,Riverside,flat,722,2,1,2012,D,1.0,3.48,139400
LST-00399,agent29@example-estates.com,2024-01-18,Parkview,semi-detached,1184,3,1,1967,E,5.0,0.1,287400
LST-00400,agent26@example-estates.com,2023-10-02,Northgate,flat,717,2,1,1982,B,1.0,0.61,126400
LST-00401,agent37@example-estates.com,2023-04-22,Parkview,detached,1571,4,3,1928,F,2.0,1.5,397900
LST-00402,agent38@example-estates.com,2024-06-05,Eastfield,terraced,904,2,1,1932,B,,1.65,149100
LST-00403,agent35@example-estates.com,2024-09-16,Industrial Park,terraced,910,2,1,1991,E,4.0,5.0,115200
LST-00404,agent31@example-estates.com,2024-09-12,Docklands,semi-detached,1082,2,1,1933,D,,1.21,187300
LST-00405,agent30@example-estates.com,2023-06-15,Docklands,flat,640,1,1,1922,E,1.0,0.66,66400
LST-00406,agent13@example-estates.com,2024-04-19,Northgate,terraced,1152,3,2,1959,D,3.0,0.61,190400
LST-00407,agent8@example-estates.com,2023-04-23,Riverside,flat,685,2,1,1961,D,4.0,0.84,165500
LST-00408,agent40@example-estates.com,2023-01-16,Industrial Park,terraced,1194,2,2,1905,E,,3.26,117000
LST-00409,agent19@example-estates.com,2024-09-15,Parkview,detached,2056,4,2,1996,D,2.0,1.99,396900
LST-00410,agent38@example-estates.com,2023-09-30,Old Town,terraced,856,2,2,1892,E,3.0,0.71,185500
LST-00411,agent23@example-estates.com,2023-04-03,Eastfield,detached,1372,2,2,2003,D,5.0,4.18,300800
LST-00412,agent40@example-estates.com,2023-12-31,Northgate,flat,573,1,1,1969,F,4.0,0.74,97000
LST-00413,agent19@example-estates.com,2023-12-12,Riverside,semi-detached,1103,2,1,1942,B,3.0,2.27,316700
LST-00414,agent32@example-estates.com,2023-03-24,Meadowbank,detached,1516,3,1,1943,D,4.0,3.16,291700
LST-00415,agent15@example-estates.com,2024-12-16,Meadowbank,detached,1680,4,1,1893,B,5.0,2.77,317900
LST-00416,agent1@example-estates.com,2024-12-15,Riverside,flat,351,1,1,1984,C,3.0,0.51,104300
LST-00417,agent37@example-estates.com,2024-03-06,Meadowbank,flat,744,3,2,1993,E,,2.04,134200
LST-00418,agent11@example-estates.com,2023-07-15,Docklands,terraced,1056,3,2,2014,B,3.0,1.72,176200
LST-00419,agent33@example-estates.com,2023-04-02,Old Town,semi-detached,1040,2,2,1909,C,,1.27,222100
LST-00420,agent35@example-estates.com,2023-11-07,Docklands,semi-detached,1210,3,1,1999,C,2.0,0.49,193000
LST-00421,agent35@example-estates.com,2023-12-24,Parkview,terraced,1056,2,1,1945,F,,1.94,195300
LST-00422,agent6@example-estates.com,2024-03-28,Northgate,semi-detached,1386,4,3,2012,E,2.0,2.69,278800
LST-00423,agent29@example-estates.com,2024-09-19,Northgate,flat,714,2,1,1957,D,4.0,3.54,102700
LST-00424,agent28@example-estates.com,2024-06-09,Eastfield,terraced,706,2,1,1958,A,5.0,3.74,129000
LST-00425,agent33@example-estates.com,2023-01-15,Old Town,terraced,463,1,1,1969,D,1.0,1.56,117700
LST-00426,agent3@example-estates.com,2024-06-30,Northgate,flat,543,1,1,1914,D,5.0,2.7,70400
LST-00427,agent4@example-estates.com,2023-04-17,Meadowbank,semi-detached,1021,4,3,2003,D,4.0,1.74,292200
LST-00428,agent19@example-estates.com,2023-04-06,Meadowbank,detached,1405,4,3,1958,D,2.0,1.66,249000
LST-00429,agent32@example-estates.com,2024-11-09,Parkview,semi-detached,1331,4,2,1909,D,1.0,2.52,335100
LST-00430,agent28@example-estates.com,2024-07-30,Docklands,flat,569,2,1,1968,D,1.0,0.71,78900
LST-00431,agent40@example-estates.com,2023-12-09,Old Town,semi-detached,1042,2,1,1924,D,5.0,0.24,241600
LST-00432,agent3@example-estates.com,2024-06-23,Docklands,flat,679,1,1,1903,D,,3.26,59700
LST-00433,agent17@example-estates.com,2024-10-07,Old Town,terraced,1395,5,3,2002,E,1.0,1.01,321600
LST-00434,agent30@example-estates.com,2023-01-20,Old Town,flat,590,1,1,1930,F,3.0,0.48,134200
LST-00435,agent21@example-estates.com,2023-07-07,Parkview,flat,683,2,1,2006,E,2.0,1.02,142900
LST-00436,agent8@example-estates.com,2023-09-18,Meadowbank,detached,1846,5,2,1897,D,5.0,4.14,429800
LST-00437,agent34@example-estates.com,2024-12-26,Riverside,flat,593,1,1,1951,B,3.0,1.37,109500
LST-00438,agent5@example-estates.com,2023-09-19,Old Town,flat,801,2,1,2023,D,2.0,0.7,173200
LST-00439,agent18@example-estates.com,2023-04-20,Northgate,semi-detached,985,4,3,1924,A,1.0,3.76,156300
LST-00440,agent2@example-estates.com,2024-09-15,Old Town,flat,692,2,1,1971,E,2.0,1.18,161400
LST-00441,agent1@example-estates.com,2024-10-20,Northgate,terraced,1075,3,2,1926,B,5.0,1.54,172300
LST-00442,agent32@example-estates.com,2023-08-22,Eastfield,terraced,1166,3,2,1994,E,,2.19,160800
LST-00443,agent28@example-estates.com,2024-08-11,Old Town,terraced,615,1,1,1947,D,1.0,0.68,146500
LST-00444,agent29@example-estates.com,2024-03-14,Riverside,flat,543,1,1,2009,C,2.0,0.27,182500
LST-00445,agent15@example-estates.com,2024-12-10,Old Town,flat,689,2,1,1900,C,4.0,2.48,111200
LST-00446,agent1@example-estates.com,2023-10-18,Northgate,terraced,834,2,1,2009,E,5.0,0.68,171400
LST-00447,agent12@example-estates.com,2024-03-23,Parkview,flat,584,1,1,1956,C,5.0,3.33,102600
LST-00448,agent9@example-estates.com,2024-11-19,Meadowbank,terraced,837,2,1,1944,B,5.0,0.67,164200
LST-00449,agent30@example-estates.com,2024-01-30,Old Town,flat,736,2,1,1964,B,,4.45,144200
LST-00450,agent25@example-estates.com,2024-03-20,Parkview,semi-detached,803,1,1,2016,F,1.0,8.8,116300
LST-00451,agent1@example-estates.com,2023-07-10,Riverside,terraced,786,2,1,1893,D,5.0,2.0,199700
LST-00452,agent2@example-estates.com,2023-11-24,Industrial Park,terraced,1093,3,1,1994,E,5.0,2.0,144600
LST-00453,agent27@example-estates.com,2024-10-05,Docklands,semi-detached,1162,3,2,1928,A,5.0,3.67,184100
LST-00454,agent22@example-estates.com,2023-09-24,Northgate,semi-detached,999,2,1,1923,C,1.0,0.7,145900
LST-00455,agent1@example-estates.com,2024-03-21,Docklands,semi-detached,1252,4,2,1965,C,3.0,2.48,231000
LST-00456,agent13@example-estates.com,2023-01-24,Old Town,terraced,1173,2,1,1999,F,3.0,4.35,236200
LST-00457,agent4@example-estates.com,2023-11-24,Riverside,semi-detached,1073,3,2,1959,F,4.0,4.59,229200
LST-00458,agent3@example-estates.com,2024-11-08,Riverside,terraced,861,3,2,1971,E,4.0,1.83,222400
LST-00459,agent9@example-estates.com,2024-06-25,Northgate,detached,1530,4,2,2017,F,3.0,1.74,289100
LST-00460,agent6@example-estates.com,2023-09-15,Riverside,detached,1834,4,2,1916,B,1.0,0.61,470100
LST-00461,agent17@example-estates.com,2023-09-07,Eastfield,flat,643,1,1,1911,C,2.0,0.2,99300
LST-00462,agent15@example-estates.com,2023-02-25,Northgate,detached,1630,4,2,1963,A,4.0,0.45,389900
LST-00463,agent3@example-estates.com,2024-07-18,Meadowbank,terraced,1139,3,1,2011,D,2.0,3.28,185100
LST-00464,agent10@example-estates.com,2023-02-04,Meadowbank,semi-detached,872,1,1,1923,D,1.0,2.91,136200
LST-00465,agent29@example-estates.com,2023-12-26,Riverside,terraced,1075,3,1,1897,A,4.0,2.56,221200
LST-00466,agent11@example-estates.com,2024-04-21,Parkview,detached,1308,3,1,1904,C,2.0,1.28,344100
LST-00467,agent1@example-estates.com,2024-02-19,Meadowbank,semi-detached,1454,3,2,1997,D,1.0,0.19,300700
LST-00468,agent21@example-estates.com,2023-07-24,Northgate,flat,436,1,1,2011,E,,1.2,82200
LST-00469,agent33@example-estates.com,2024-07-11,Northgate,detached,1912,4,2,1940,C,2.0,3.12,390700
LST-00470,agent19@example-estates.com,2024-02-21,Northgate,terraced,803,1,1,2003,C,3.0,1.89,107700
LST-00471,agent40@example-estates.com,2023-06-15,Parkview,terraced,918,1,1,1904,B,3.0,2.24,166000
LST-00472,agent9@example-estates.com,2023-10-01,Eastfield,flat,952,3,2,1909,F,,0.93,141000
LST-00473,agent31@example-estates.com,2024-09-18,Northgate,flat,451,2,2,1999,E,5.0,3.63,95100
LST-00474,agent16@example-estates.com,2024-02-07,Parkview,flat,677,2,1,1914,F,2.0,0.95,115200
LST-00475,agent31@example-estates.com,2023-05-09,Meadowbank,flat,530,2,1,1949,C,3.0,0.84,97100
LST-00476,agent22@example-estates.com,2024-12-02,Meadowbank,terraced,645,2,1,1988,C,2.0,0.29,158400
LST-00477,agent5@example-estates.com,2024-02-03,Docklands,detached,1412,3,2,2004,C,4.0,0.47,322900
LST-00478,agent3@example-estates.com,2024-12-26,Eastfield,flat,573,1,1,1942,D,5.0,1.52,93200
LST-00479,agent35@example-estates.com,2023-03-14,Riverside,flat,546,2,1,1971,D,,1.49,133200
LST-00480,agent3@example-estates.com,2024-10-31,Old Town,detached,2116,6,3,1937,B,1.0,2.51,526900
LST-00481,agent31@example-estates.com,2024-01-11,Industrial Park,detached,2260,6,3,1954,C,1.0,0.84,327900
LST-00482,agent13@example-estates.com,2023-02-11,Meadowbank,flat,847,3,1,1896,C,3.0,0.33,112400
LST-00483,agent25@example-estates.com,2023-05-31,Eastfield,flat,647,2,1,1930,E,5.0,1.99,112400
LST-00484,agent34@example-estates.com,2024-03-11,Riverside,flat,648,1,1,1970,C,1.0,1.52,150000
LST-00485,agent9@example-estates.com,2024-04-04,Docklands,flat,504,1,1,1912,C,5.0,0.68,86100
LST-00486,agent11@example-estates.com,2023-10-30,Northgate,terraced,934,2,1,2017,A,3.0,1.38,164100
LST-00487,agent18@example-estates.com,2024-04-14,Eastfield,semi-detached,1480,4,2,1954,B,5.0,0.97,237300
LST-00488,agent38@example-estates.com,2024-11-15,Meadowbank,flat,521,2,1,1992,C,5.0,0.78,91900
LST-00489,agent11@example-estates.com,2024-05-08,Riverside,flat,512,1,1,1963,C,3.0,1.15,127100
LST-00490,agent24@example-estates.com,2023-09-10,Eastfield,flat,646,2,1,1983,B,5.0,0.58,115900
LST-00491,agent35@example-estates.com,2023-10-16,Parkview,flat,808,1,1,1996,E,5.0,2.28,145000
LST-00492,agent24@example-estates.com,2024-07-04,Riverside,semi-detached,1014,2,1,2005,E,4.0,1.29,268100
LST-00493,agent21@example-estates.com,2024-03-14,Eastfield,detached,1189,4,2,1948,C,3.0,2.34,278300
LST-00494,agent25@example-estates.com,2023-06-13,Docklands,flat,560,1,1,1910,B,3.0,3.13,68700
LST-00495,agent17@example-estates.com,2023-05-09,Old Town,terraced,1191,3,1,2003,D,,0.75,281600
LST-00496,agent8@example-estates.com,2024-06-29,Parkview,flat,457,2,1,1920,E,1.0,2.99,69700
LST-00497,agent2@example-estates.com,2024-02-11,Northgate,flat,738,2,1,1945,D,3.0,1.6,92300
LST-00498,agent16@example-estates.com,2023-02-17,Docklands,semi-detached,1309,3,1,1908,F,4.0,1.46,186500
LST-00499,agent18@example-estates.com,2024-11-15,Eastfield,flat,741,2,2,1938,D,1.0,2.06,89500
